standard,name,role,region,side,semantic,canonical,context,tags,note
UNIFIED_EXPRESSIONS_BLEND,MouthOpen,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSmileRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSmileLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSmile,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSadRight,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSadLeft,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthSad,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthStretch,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthDimple,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthTightener,TEMPLATE,MOUTH,NONE,MOUTH,,,,
UNIFIED_EXPRESSIONS_BLEND,MouthPress,TEMPLATE,MOUTH,NONE,MOUTH,,,,
